DASYLab - V 4.02.22
WORKSHEET          : VOLVOHR04_VER2
Recording Date     : 2009-03-31, 10:53:53
Block Length       : 256
Delta              : 0.002000 sec.
Number of Channels : 12
Time	Yaw [rad/s]	Pitch [rad/s]	Roll [rad/s]	Xacc [m/s²]	Zacc [m/s²]	Yacc [m/s²]	Strwhlangle [rad]	Speed [m/s]	Slip [rad]	Pulse []	Servopressure []	Strwhlmoment []	
17.908	-0.0207	0.0013	0.0052	-1.7199	0.1358	-0.2482	-0.2368	9.5452	0.0049	-0.8769	1.8545	1.8932	
17.910	-0.0210	0.0011	0.0050	-1.6856	0.1584	-0.2439	-0.2365	9.6571	0.0066	-0.8449	1.8582	1.9004	
17.912	-0.0217	0.0001	0.0023	-1.7113	0.1663	-0.2352	-0.2371	9.6707	0.0082	-0.8502	1.8619	1.9075	
17.914	-0.0213	0.0002	0.0049	-1.7064	0.1797	-0.2383	-0.2382	9.7741	0.0072	-0.8467	1.8655	1.9146	
17.916	-0.0219	-0.0029	0.0027	-1.7009	0.1822	-0.2334	-0.2395	9.8724	0.0067	-0.8383	1.8691	1.9215	
17.918	-0.0205	-0.0003	0.0026	-1.6740	0.1846	-0.2309	-0.2407	9.8470	0.0056	-0.8614	1.8728	1.9286	
17.920	-0.0231	-0.0014	0.0029	-1.6887	0.1901	-0.2217	-0.2418	9.6300	0.0041	-0.8597	1.8766	1.9359	
17.922	-0.0223	0.0006	0.0029	-1.6905	0.1938	-0.1890	-0.2427	9.6639	0.0032	-0.8728	1.8805	1.9434	
17.924	-0.0213	-0.0018	0.0024	-1.6936	0.2047	-0.2229	-0.2429	9.5113	0.0023	-0.8601	1.8846	1.9511	
17.926	-0.0191	-0.0020	0.0014	-1.7046	0.1840	-0.1939	-0.2427	9.5944	0.0025	-0.8858	1.8886	1.9587	
17.928	-0.0212	-0.0017	0.0008	-1.6973	0.2316	-0.1871	-0.2425	9.5656	0.0014	-0.8727	1.8924	1.9659	
